i.no,Model,Brand,Size,Store SI No,Laptop Serial No,PO Numbers,Warranty End - EOL,Age in Months,Cost Center,Admin,Site,Status,Physical Location,Warranty Start Date,Warranty End Date,Warranty End Qtr,Assigned NTID,Emp ID,Employee Full Name,Employee Type,CC,Assigned Dept,New Hire/Replacement/Loner,Assign Date,Issues with Keyboard and Mouse (Y/N),Docking SI.No (Y/N),Remarks,Age Left in Months,Serial No,Assigned To,Location,Warranty Month
295.0,ThinkPad T14,Lenovo,14 inch,ST4404,4536706005675.0,PO224343,2025-09-12,33.0,CC103,admin2,Mumbai,Expired,"1257 Tamara Spurs Suite 647, Burnettberg, NM 06707",2022-09-13,2025-09-12,Q3-2025,dbrown,EMP1384,Joseph Phillips,Contract,CC101,Operations,New Hire,2025-02-23,Y,N,Live operation but agree age she.,3.0,,,,2025-09
296.0,EliteBook 840,HP,13 inch,ST1212,5104807027613.0,PO990783,2026-10-28,20.0,CC104,admin3,Mumbai,Returned,"663 James Junction Suite 999, Phillipston, MN 50049",2023-10-29,2026-10-28,Q4-2026,kim31,EMP5767,Daniel Moore,Full Time,CC104,IT,New Hire,2024-12-26,N,N,Decide name different maybe baby give deal skill.,16.0,,,,2026-10
297.0,ThinkPad T14,Dell,13 inch,ST5004,5168788110399.0,PO137851,2025-11-02,31.0,CC104,admin3,Hyderabad,Expired,"9112 Tiffany Lakes, East Ryan, MS 27661",2022-11-03,2025-11-02,Q4-2025,toddlawrence,EMP6586,Joel Hardy,Contract,CC103,Operations,Replacement,2025-08-02,N,Y,Admit can send network reach part relate entire.,5.0,,,,2025-11
298.0,ThinkPad T14,HP,14 inch,ST4839,4707318912952.0,PO786110,2026-08-28,22.0,CC104,admin1,Mumbai,Expired,"763 Lisa Lake, East Michaelside, WY 84135",2023-08-29,2026-08-28,Q3-2026,smithcatherine,EMP5423,Derrick Stephenson,Intern,CC101,IT,Loner,2025-02-26,N,Y,Doctor policy often.,14.0,,,,2026-08
299.0,MacBook Pro,Apple,17 inch,ST7198,7275498374435.0,PO258950,2027-06-13,12.0,CC102,admin3,Bangalore,Returned,"2003 Nicholas Mall, Dawnbury, UT 39508",2024-06-13,2027-06-13,Q2-2027,kelly94,EMP6473,Mark Stout,Contract,CC103,Operations,Loner,2025-10-31,Y,Y,Relate building lawyer well politics.,24.0,,,,2027-06
300.0,Latitude 5410,Apple,16 inch,ST4140,6527685588738.0,PO859580,2027-05-28,13.0,CC104,admin3,Hyderabad,Active,"854 Roger Viaduct, East Angelatown, UT 06393",2024-05-28,2027-05-28,Q2-2027,sandragross,EMP5141,Bryan Gonzalez,Contract,CC102,IT,New Hire,2024-10-23,Y,Y,Yard parent girl.,23.0,,,,2027-05
301.0,EliteBook 840,Dell,16 inch,ST8934,4912457889434.0,PO333479,2026-08-24,22.0,CC103,admin2,Delhi,Assigned,"962 Haley Inlet, North Brandi, KS 97298",2023-08-25,2026-08-24,Q3-2026,dillonjustin,EMP2631,Kimberly Friedman,Contract,CC103,HR,Loner,2023-12-17,Y,N,South not teacher national individual meeting.,14.0,,,,2026-08
302.0,MacBook Pro,Apple,16 inch,ST6604,6405722661159.0,PO997062,2026-01-18,29.0,CC101,admin2,Hyderabad,Returned,"Unit 1432 Box 1293, DPO AA 22811",2023-01-19,2026-01-18,Q1-2026,mitchellanthony,EMP8803,Mr. Ronald Jackson MD,Full Time,CC104,Operations,Loner,2025-08-18,Y,N,Save receive land professor hundred can radio.,7.0,,,,2026-01
303.0,MacBook Pro,Lenovo,15 inch,ST3679,653910256601.0,PO299565,2027-01-17,17.0,CC104,admin3,Mumbai,Expired,"8507 Byrd Vista Suite 372, Ricefurt, IA 39678",2024-01-18,2027-01-17,Q1-2027,lmiller,EMP4291,Arthur Ford,Intern,CC103,IT,Replacement,2024-10-12,N,Y,Number fall big finally.,19.0,,,,2027-01
304.0,EliteBook 840,Lenovo,15 inch,ST2693,3669621247521.0,PO717205,2025-08-10,34.0,CC102,admin2,Mumbai,Active,"31948 Virginia Locks Suite 249, New Larryhaven, ND 02761",2022-08-11,2025-08-10,Q3-2025,alexander24,EMP3015,Lori Gordon,Intern,CC101,IT,New Hire,2023-03-31,N,N,Already issue wrong then economic.,2.0,,,,2025-08
305.0,ThinkPad T14,Lenovo,15 inch,ST5386,1082406248117.0,PO571678,2026-07-05,23.0,CC102,admin3,Hyderabad,Expired,"30091 Chen Circle Suite 758, South Christinashire, RI 14994",2023-07-06,2026-07-05,Q3-2026,colekaren,EMP4597,Donald Powell,Contract,CC103,Operations,Loner,2024-07-05,N,Y,Responsibility whatever his training never anyone usually.,13.0,,,,2026-07
306.0,ThinkPad T14,Dell,14 inch,ST3362,8350002295808.0,PO477874,2026-08-19,22.0,CC103,admin3,Delhi,Returned,"9709 Brooks Hollow, Port Kennethfurt, AZ 12965",2023-08-20,2026-08-19,Q3-2026,rcole,EMP9787,Mrs. Wendy Thornton,Contract,CC103,Finance,Replacement,2024-07-03,Y,Y,Rate wind cultural ago line agent result.,14.0,,,,2026-08
307.0,Latitude 5410,Lenovo,17 inch,ST6096,7040940716053.0,PO553530,2026-02-14,28.0,CC104,admin3,Mumbai,Returned,"458 Todd View Apt. 509, Petersonfurt, IN 32157",2023-02-15,2026-02-14,Q1-2026,theresa53,EMP1887,Carol Wilson,Intern,CC101,IT,Loner,2023-06-08,Y,N,Smile either create.,8.0,,,,2026-02
308.0,Latitude 5410,Lenovo,13 inch,ST9331,5396287242628.0,PO871822,2026-06-18,24.0,CC103,admin1,Delhi,Active,"Unit 4071 Box 9262, DPO AE 35787",2023-06-19,2026-06-18,Q2-2026,moorejessica,EMP6132,Dawn Rice,Full Time,CC101,Finance,Loner,2026-03-18,Y,N,Cup recently particular room someone.,12.0,,,,2026-06
309.0,EliteBook 840,Apple,16 inch,ST6015,992148844601.0,PO600091,2027-02-10,16.0,CC102,admin2,Delhi,Assigned,"47629 Benson Branch, North James, WI 32892",2024-02-11,2027-02-10,Q1-2027,cnguyen,EMP9310,Robert Boyd,Full Time,CC102,HR,New Hire,2026-10-22,N,N,Step face what official idea.,20.0,,,,2027-02
310.0,Latitude 5410,Apple,14 inch,ST2676,4360960417222.0,PO992961,2026-04-24,26.0,CC104,admin1,Mumbai,Assigned,"3955 Vaughn Mountains Suite 009, Port Sherry, TX 72809",2023-04-25,2026-04-24,Q2-2026,guzmanmark,EMP7331,Amy Duran,Full Time,CC102,Operations,New Hire,2023-10-23,N,N,Three detail section little several.,10.0,,,,2026-04
311.0,Latitude 5410,Apple,17 inch,ST6573,5833045818577.0,PO603667,2025-12-23,30.0,CC104,admin3,Mumbai,Expired,"USNS Zimmerman, FPO AA 43196",2022-12-24,2025-12-23,Q4-2025,johnsonrichard,EMP7679,Christina Cunningham,Contract,CC101,HR,Replacement,2023-12-24,N,N,Without turn anything third doctor.,6.0,,,,2025-12
312.0,Latitude 5410,Apple,16 inch,ST2342,3340458551448.0,PO803947,2025-11-05,31.0,CC102,admin3,Delhi,Expired,"942 Parrish Street, West Rodneyport, TX 61139",2022-11-06,2025-11-05,Q4-2025,pcooper,EMP3986,Brittany Wilson,Intern,CC102,IT,Replacement,2023-07-05,N,Y,Cover turn town we whom.,5.0,,,,2025-11
313.0,EliteBook 840,Apple,17 inch,ST9616,923006612100.0,PO697512,2026-05-21,25.0,CC103,admin1,Delhi,Returned,"800 Douglas Lodge Apt. 656, Gonzalezfurt, NV 44265",2023-05-22,2026-05-21,Q2-2026,kruegerjulie,EMP7077,Joshua Smith,Full Time,CC102,Finance,Loner,2025-10-17,Y,N,Employee despite performance eye standard.,11.0,,,,2026-05
314.0,ThinkPad T14,Apple,15 inch,ST6959,798091478531.0,PO206287,2025-08-20,34.0,CC102,admin1,Hyderabad,Expired,"USS Hensley, FPO AP 55285",2022-08-21,2025-08-20,Q3-2025,lucasjoanne,EMP4047,Charles Weiss,Contract,CC101,HR,New Hire,2022-11-26,N,N,Design Mrs near pull require.,2.0,,,,2025-08
315.0,Latitude 5410,Dell,15 inch,ST9527,4041452881614.0,PO863729,2027-01-20,17.0,CC104,admin1,Delhi,Expired,"8513 Russell Radial, Harrisburgh, MN 63423",2024-01-21,2027-01-20,Q1-2027,andersonandrew,EMP5804,Ashley Medina,Contract,CC104,Finance,Loner,2024-08-18,N,N,Character camera imagine forward until somebody very.,19.0,,,,2027-01
316.0,EliteBook 840,HP,17 inch,ST1382,3325318800164.0,PO182744,2026-11-25,19.0,CC101,admin3,Hyderabad,Active,"4147 Mata Parks Apt. 166, Millershire, DC 91765",2023-11-26,2026-11-25,Q4-2026,nicole60,EMP4804,Jennifer Cobb,Full Time,CC102,HR,New Hire,2026-03-31,N,Y,Think certainly spend read green.,17.0,,,,2026-11
317.0,MacBook Pro,Apple,17 inch,ST9887,429256488828.0,PO376136,2026-06-13,24.0,CC104,admin3,Delhi,Expired,"709 Wells Keys, North Jeremy, VT 09493",2023-06-14,2026-06-13,Q2-2026,mercedesperry,EMP3360,Christina Parks,Intern,CC102,Operations,New Hire,2025-03-17,Y,N,Everybody health wish interesting former career ball.,12.0,,,,2026-06
318.0,MacBook Pro,Apple,17 inch,ST1501,7749816229238.0,PO637049,2026-04-28,26.0,CC101,admin1,Delhi,Assigned,"6359 Simmons Mill Suite 496, East Brian, NH 19470",2023-04-29,2026-04-28,Q2-2026,johnhernandez,EMP9090,Michele Williams,Contract,CC104,IT,New Hire,2024-12-31,Y,N,Me national professor system foreign.,10.0,,,,2026-04
319.0,MacBook Pro,Dell,15 inch,ST5285,2838422323425.0,PO311503,2026-09-16,21.0,CC104,admin2,Bangalore,Active,"721 Walker Hollow, Hortonburgh, VA 89778",2023-09-17,2026-09-16,Q3-2026,brian44,EMP2155,Kelly Chambers,Intern,CC104,IT,Loner,2024-01-08,Y,N,Kitchen apply among why both college deal.,15.0,,,,2026-09
320.0,EliteBook 840,Apple,16 inch,ST1477,8818506349682.0,PO482619,2026-02-01,28.0,CC104,admin3,Delhi,Expired,"9247 Hector Motorway Suite 019, Lake Emilymouth, IA 26964",2023-02-02,2026-02-01,Q1-2026,traci61,EMP6917,Donna Stone,Full Time,CC103,HR,New Hire,2023-06-20,Y,Y,Model nothing rate this candidate understand station.,8.0,,,,2026-02
321.0,Latitude 5410,Apple,15 inch,ST7606,9400388656478.0,PO234886,2026-09-02,21.0,CC103,admin1,Mumbai,Active,"Unit 2198 Box 8795, DPO AE 22741",2023-09-03,2026-09-02,Q3-2026,davisrachel,EMP7072,Greg Little,Contract,CC103,IT,Replacement,2025-03-31,N,N,Eye science sit unit company.,15.0,,,,2026-09
322.0,MacBook Pro,Dell,13 inch,ST7702,6880447473926.0,PO470322,2027-04-02,14.0,CC101,admin1,Bangalore,Active,"57545 Ward Mountain, Heatherton, HI 41790",2024-04-02,2027-04-02,Q2-2027,harmonsteven,EMP7468,Joseph Carpenter,Intern,CC104,Operations,New Hire,2025-06-22,Y,N,Position movie show plan magazine improve.,22.0,,,,2027-04
323.0,EliteBook 840,Dell,14 inch,ST2466,2184456920292.0,PO503719,2025-11-24,31.0,CC101,admin3,Bangalore,Active,"9556 Stewart Pine, Port Benjaminborough, ID 83143",2022-11-25,2025-11-24,Q4-2025,ashley04,EMP8427,Kayla Hernandez,Contract,CC104,HR,New Hire,2024-06-07,Y,Y,Relate determine radio benefit perhaps.,5.0,,,,2025-11
324.0,MacBook Pro,Dell,16 inch,ST6002,1479663690528.0,PO469158,2026-09-13,21.0,CC104,admin1,Bangalore,Active,"5597 Miller Fords Suite 065, East Hunterville, VA 41486",2023-09-14,2026-09-13,Q3-2026,ian64,EMP7732,Ashley Chapman,Full Time,CC104,Operations,New Hire,2024-10-22,N,N,Avoid many company strategy police message.,15.0,,,,2026-09
325.0,EliteBook 840,Lenovo,16 inch,ST8609,8906892010054.0,PO195711,2026-03-10,27.0,CC104,admin2,Delhi,Active,"403 Wiley Forges, West Joseph, MO 04800",2023-03-11,2026-03-10,Q1-2026,nicolerichards,EMP8514,Julie Santos,Intern,CC104,IT,New Hire,2023-06-11,N,Y,Wrong reason response next.,9.0,,,,2026-03
326.0,EliteBook 840,Apple,16 inch,ST9916,3755557812893.0,PO216047,2025-10-27,32.0,CC102,admin2,Delhi,Returned,"388 Candace Common, West Charles, OK 03133",2022-10-28,2025-10-27,Q4-2025,oprice,EMP1248,Jennifer Joseph,Contract,CC102,Operations,Replacement,2022-11-11,N,N,Staff conference number history yes.,4.0,,,,2025-10
327.0,MacBook Pro,HP,16 inch,ST9528,7104661615986.0,PO259069,2027-03-18,15.0,CC101,admin2,Hyderabad,Active,"34889 Phillip Plain Suite 123, New David, UT 62370",2024-03-18,2027-03-18,Q1-2027,danielfriedman,EMP5291,Lisa Burns,Intern,CC103,Finance,Loner,2024-06-27,N,Y,Teach particularly maybe past practice whom.,21.0,,,,2027-03
328.0,ThinkPad T14,HP,14 inch,ST5999,9214060073411.0,PO368554,2027-04-20,14.0,CC101,admin3,Hyderabad,Active,"0294 Moore Terrace Suite 014, Alexandershire, OH 61777",2024-04-20,2027-04-20,Q2-2027,hmurphy,EMP9179,Michael Bowen,Intern,CC102,IT,Loner,2025-04-26,Y,Y,Wide hear chair occur tree.,22.0,,,,2027-04
329.0,MacBook Pro,Lenovo,15 inch,ST6578,9700914737207.0,PO748759,2026-09-11,21.0,CC104,admin1,Bangalore,Assigned,"91972 Patricia Isle Suite 572, North Michaelville, ND 38201",2023-09-12,2026-09-11,Q3-2026,mary03,EMP1700,Anthony Woods,Full Time,CC103,IT,Replacement,2026-07-13,Y,N,Together get history as game dinner happen.,15.0,,,,2026-09
330.0,MacBook Pro,Lenovo,17 inch,ST3297,3756719587529.0,PO834182,2027-01-29,17.0,CC101,admin2,Bangalore,Active,"8970 Houston Ranch Apt. 757, Savannahfort, KS 95828",2024-01-30,2027-01-29,Q1-2027,lesliejohnson,EMP6181,Thomas Johnson,Full Time,CC101,HR,Replacement,2024-04-22,N,N,They cost imagine rest often Mr.,19.0,,,,2027-01
331.0,Latitude 5410,Apple,16 inch,ST1814,786275270774.0,PO586296,2026-02-17,28.0,CC103,admin1,Delhi,Active,"Unit 2630 Box 0844, DPO AE 85057",2023-02-18,2026-02-17,Q1-2026,april16,EMP2333,Haley Rodriguez,Contract,CC102,IT,New Hire,2023-08-27,N,Y,Line allow follow paper world.,8.0,,,,2026-02
332.0,Latitude 5410,Lenovo,14 inch,ST2972,7012928634215.0,PO183532,2026-09-26,21.0,CC101,admin3,Delhi,Expired,"619 Diaz Rapid Suite 729, Knightport, TN 36920",2023-09-27,2026-09-26,Q3-2026,susan36,EMP8656,Ryan Garza,Contract,CC101,IT,Replacement,2026-09-15,Y,Y,Card seem financial nothing fly up.,15.0,,,,2026-09
333.0,EliteBook 840,Lenovo,13 inch,ST3754,8756888573205.0,PO188499,2026-01-24,29.0,CC103,admin3,Bangalore,Expired,"427 Jack Freeway, South Michaelview, OK 47399",2023-01-25,2026-01-24,Q1-2026,michaelprice,EMP3546,Tristan Rich,Intern,CC103,IT,Replacement,2023-07-11,N,Y,Music total mother or.,7.0,,,,2026-01
334.0,Latitude 5410,Lenovo,17 inch,ST1715,2856249542935.0,PO120428,2026-02-26,28.0,CC101,admin3,Hyderabad,Assigned,"713 Horne Run Apt. 868, Port Jennifer, NJ 82063",2023-02-27,2026-02-26,Q1-2026,pettyjerry,EMP9383,John Chapman,Contract,CC101,Operations,New Hire,2023-04-01,Y,N,Continue price six real eye respond professor.,8.0,,,,2026-02
335.0,Latitude 5410,HP,16 inch,ST2886,3177425106512.0,PO927809,2026-11-13,19.0,CC102,admin2,Delhi,Returned,"PSC 7359, Box 9430, APO AA 08048",2023-11-14,2026-11-13,Q4-2026,joan29,EMP2298,Brian Clark,Contract,CC104,IT,New Hire,2024-06-08,N,N,Camera chair south so offer.,17.0,,,,2026-11
336.0,EliteBook 840,Dell,14 inch,ST9108,8440562074682.0,PO855899,2025-11-11,31.0,CC103,admin1,Bangalore,Assigned,"2571 West Brooks Suite 437, Lake Shawnhaven, CT 78389",2022-11-12,2025-11-11,Q4-2025,elucas,EMP2576,Peter Williams,Contract,CC104,Finance,Loner,2025-02-21,N,Y,Official too another audience keep consider TV.,5.0,,,,2025-11
337.0,MacBook Pro,Apple,14 inch,ST9460,438737619354.0,PO785376,2026-09-15,21.0,CC102,admin2,Hyderabad,Returned,"858 Brewer Ranch Apt. 656, Cherylshire, OR 95204",2023-09-16,2026-09-15,Q3-2026,olivia64,EMP1620,Aaron Bruce,Full Time,CC104,Finance,Replacement,2026-05-08,Y,N,Page must respond practice.,15.0,,,,2026-09
338.0,ThinkPad T14,Lenovo,16 inch,ST4265,9751140817621.0,PO714075,2026-04-17,26.0,CC104,admin3,Delhi,Active,"945 James Way, Lake Robert, NV 08593",2023-04-18,2026-04-17,Q2-2026,lloydcharles,EMP8237,John Collins,Intern,CC104,Finance,Replacement,2025-07-06,N,N,Magazine anyone paper actually modern want.,10.0,,,,2026-04
339.0,MacBook Pro,HP,13 inch,ST3141,7932726684802.0,PO101491,2026-07-20,23.0,CC104,admin1,Mumbai,Active,"59529 Lloyd Union Suite 772, Patriciastad, IL 17803",2023-07-21,2026-07-20,Q3-2026,jason58,EMP7788,Amber Giles,Full Time,CC101,Operations,Loner,2025-04-08,Y,Y,Into can sea teacher.,13.0,,,,2026-07
340.0,Latitude 5410,Dell,14 inch,ST2551,2167167946102.0,PO901268,2025-10-20,32.0,CC103,admin3,Mumbai,Assigned,"955 Michael Mountain, Dianeburgh, NV 96211",2022-10-21,2025-10-20,Q4-2025,evanschase,EMP8194,Michael Ruiz,Contract,CC104,Operations,Replacement,2022-10-30,Y,N,Them letter follow finally different social.,4.0,,,,2025-10
341.0,MacBook Pro,HP,15 inch,ST9237,1591960463558.0,PO202224,2026-12-27,18.0,CC103,admin2,Delhi,Returned,"0348 Jackson Views Apt. 512, Courtneyborough, AZ 48324",2023-12-28,2026-12-27,Q4-2026,pamelasutton,EMP3560,Trevor Park,Full Time,CC104,Operations,Loner,2026-09-04,Y,N,Here free feeling life camera year.,18.0,,,,2026-12
342.0,MacBook Pro,Dell,16 inch,ST7642,1573962136852.0,PO789427,2026-10-31,19.0,CC102,admin2,Delhi,Returned,"20606 Marshall Flat, Port Ashley, FL 62932",2023-11-01,2026-10-31,Q4-2026,thomaskelli,EMP4434,Jacqueline Newman,Intern,CC103,IT,Loner,2025-08-31,Y,Y,Sense PM serious role use book best.,17.0,,,,2026-10
343.0,ThinkPad T14,Dell,14 inch,ST5168,2477410838291.0,PO349777,2026-11-26,19.0,CC101,admin3,Bangalore,Returned,"PSC 1721, Box 1608, APO AA 75839",2023-11-27,2026-11-26,Q4-2026,chensteven,EMP8183,James Thomas,Full Time,CC102,IT,Loner,2025-07-12,N,Y,Join environment detail toward vote ago station.,17.0,,,,2026-11
344.0,EliteBook 840,HP,14 inch,ST8998,388486546039.0,PO675555,2026-03-03,27.0,CC101,admin3,Bangalore,Returned,"929 Cole Spur Apt. 684, New Michaeltown, LA 27832",2023-03-04,2026-03-03,Q1-2026,bhernandez,EMP1948,Robert Martin,Intern,CC104,Finance,New Hire,2023-12-23,Y,Y,Base head you law movement lay different.,9.0,,,,2026-03
345.0,ThinkPad T14,Apple,15 inch,ST4116,7604328785545.0,PO766142,2025-11-26,31.0,CC102,admin1,Mumbai,Active,"8603 Jeffrey Road Apt. 205, East Debbieborough, AZ 54145",2022-11-27,2025-11-26,Q4-2025,mmcmillan,EMP8776,Debra Edwards,Intern,CC101,IT,Replacement,2024-01-20,N,N,Expect these place knowledge.,5.0,,,,2025-11
346.0,Latitude 5410,Lenovo,13 inch,ST5593,1110138569047.0,PO775352,2025-07-15,35.0,CC103,admin2,Hyderabad,Assigned,"822 Li Greens, South Randall, MD 62120",2022-07-16,2025-07-15,Q3-2025,floresbrittany,EMP4788,Brian Gordon,Full Time,CC102,Operations,Loner,2023-12-10,N,N,Oil able down job action picture court.,1.0,,,,2025-07
347.0,MacBook Pro,Dell,13 inch,ST7559,6603277396063.0,PO400695,2027-02-13,16.0,CC104,admin1,Delhi,Assigned,"4579 Tracy Stravenue, Thomasshire, IN 22645",2024-02-14,2027-02-13,Q1-2027,burgessdan,EMP8649,Luis White,Full Time,CC103,IT,Replacement,2024-03-09,Y,Y,Wish author according should resource strong.,20.0,,,,2027-02
348.0,MacBook Pro,Lenovo,17 inch,ST4941,8614004772089.0,PO718709,2026-10-02,20.0,CC104,admin1,Hyderabad,Returned,"8860 Campbell Neck, North Oliviabury, MI 20841",2023-10-03,2026-10-02,Q4-2026,lindamoon,EMP3391,Kathleen Wallace,Contract,CC102,HR,Replacement,2024-08-05,Y,Y,Find difference heart play send through bad him.,16.0,,,,2026-10
349.0,EliteBook 840,HP,14 inch,ST6163,1609320588657.0,PO193616,2027-06-15,12.0,CC104,admin2,Delhi,Returned,"7100 Rebecca Brook Apt. 482, North James, WV 62636",2024-06-15,2027-06-15,Q2-2027,perkinskevin,EMP4769,Steve Brooks,Full Time,CC102,HR,Loner,2027-01-14,N,N,Range just put more fight finally standard.,24.0,,,,2027-06
350.0,ThinkPad T14,Apple,16 inch,ST9010,2078797894261.0,PO235331,2025-07-11,35.0,CC102,admin2,Hyderabad,Active,"5855 Rodriguez Forge Apt. 415, South Mary, RI 15537",2022-07-12,2025-07-11,Q3-2025,johnstoncraig,EMP4005,Warren Buchanan,Contract,CC101,IT,New Hire,2022-07-27,N,N,Indeed option draw century successful approach specific.,1.0,,,,2025-07
351.0,EliteBook 840,Dell,16 inch,ST9427,3353512546519.0,PO683469,2026-02-17,28.0,CC101,admin1,Mumbai,Expired,"6287 Boyer Fort, West Danielfort, UT 76057",2023-02-18,2026-02-17,Q1-2026,hdavis,EMP6801,Judy Jones,Contract,CC102,Operations,Loner,2024-05-31,Y,Y,Buy whose old peace middle training lot.,8.0,,,,2026-02
352.0,Latitude 5410,Apple,16 inch,ST1066,5738483720089.0,PO623624,2025-07-15,35.0,CC102,admin3,Bangalore,Assigned,"4973 Christine Islands, East Samuelfurt, AR 24694",2022-07-16,2025-07-15,Q3-2025,haley69,EMP4342,Hannah Zuniga,Intern,CC104,IT,Loner,2023-10-07,N,Y,Decision full suggest her inside.,1.0,,,,2025-07
353.0,MacBook Pro,Apple,16 inch,ST1451,7898227486850.0,PO950497,2026-03-02,27.0,CC101,admin3,Hyderabad,Active,"49383 Willis Rue Suite 588, Lake Andrewview, WA 15225",2023-03-03,2026-03-02,Q1-2026,steven56,EMP2227,Michael Miller,Intern,CC101,Finance,New Hire,2023-10-17,N,Y,Move Republican PM enough among million yard.,9.0,,,,2026-03
354.0,ThinkPad T14,Lenovo,16 inch,ST8321,9458078039544.0,PO834303,2027-05-24,13.0,CC104,admin3,Bangalore,Returned,"7781 Davis Views, Port Jasmine, CA 45589",2024-05-24,2027-05-24,Q2-2027,urubio,EMP8911,Amy Alexander,Full Time,CC104,Finance,Replacement,2026-06-07,Y,Y,Level dark per often hospital only expert.,23.0,,,,2027-05
355.0,MacBook Pro,HP,13 inch,ST9866,2251410199947.0,PO215783,2027-06-14,12.0,CC103,admin2,Mumbai,Assigned,"3206 Connor Row Apt. 370, West Daisyview, WI 25030",2024-06-14,2027-06-14,Q2-2027,zweber,EMP5932,Edward Patterson,Intern,CC104,IT,New Hire,2025-06-10,Y,N,Despite deal sure above system early discussion.,24.0,,,,2027-06
356.0,ThinkPad T14,Apple,16 inch,ST9705,4138939472424.0,PO418601,2027-04-14,14.0,CC103,admin3,Delhi,Assigned,"0421 Angela Ports, Graveschester, CO 43624",2024-04-14,2027-04-14,Q2-2027,bford,EMP8609,Adrienne Garcia,Full Time,CC102,Finance,Replacement,2026-02-25,N,N,Resource south red police free here court hit.,22.0,,,,2027-04
357.0,EliteBook 840,Lenovo,14 inch,ST5531,557404530577.0,PO791288,2026-11-16,19.0,CC101,admin3,Delhi,Expired,"470 Laura Forks Suite 432, West Brianburgh, CO 01557",2023-11-17,2026-11-16,Q4-2026,danielward,EMP5641,Elizabeth Hall,Intern,CC103,Finance,Loner,2024-03-05,Y,Y,Road report spend school world doctor simple.,17.0,,,,2026-11
358.0,MacBook Pro,Dell,17 inch,ST5765,5279516063501.0,PO286564,2027-05-24,13.0,CC103,admin1,Mumbai,Assigned,"1187 Foster Prairie, Jenniferstad, OH 49015",2024-05-24,2027-05-24,Q2-2027,norrisdean,EMP4288,Amy Austin,Intern,CC102,IT,Replacement,2024-09-29,Y,Y,Act attorney industry front single fish hair would.,23.0,,,,2027-05
359.0,MacBook Pro,Apple,17 inch,ST4051,9100958458692.0,PO694685,2026-07-09,23.0,CC101,admin3,Bangalore,Assigned,"34210 Welch Pines Apt. 113, New Cesarberg, CT 75401",2023-07-10,2026-07-09,Q3-2026,pamelalee,EMP2449,Jerome Ferguson,Full Time,CC104,Operations,Replacement,2024-07-23,Y,Y,Strong voice bank particularly production.,13.0,,,,2026-07
360.0,Latitude 5410,Apple,14 inch,ST1065,8432808256990.0,PO989072,2027-04-23,14.0,CC103,admin2,Hyderabad,Assigned,"61437 Kimberly Lodge Suite 017, East Adam, WI 13326",2024-04-23,2027-04-23,Q2-2027,zking,EMP4135,Robert Wright,Contract,CC103,Operations,New Hire,2025-03-22,N,Y,Respond require way.,22.0,,,,2027-04
361.0,MacBook Pro,HP,13 inch,ST4528,7374333708234.0,PO605089,2025-08-31,33.0,CC101,admin2,Hyderabad,Active,"13098 Wilson Brooks Suite 193, South Rebeccafort, WI 34017",2022-09-01,2025-08-31,Q3-2025,jacksoncassandra,EMP9730,Matthew Jones,Intern,CC103,Finance,Replacement,2024-06-05,N,Y,How similar them mean knowledge above throw.,3.0,,,,2025-08
362.0,ThinkPad T14,Lenovo,14 inch,ST6578,1749888617403.0,PO984345,2026-02-11,28.0,CC101,admin2,Mumbai,Expired,"76474 Carson Pike, Erintown, CA 88644",2023-02-12,2026-02-11,Q1-2026,millerdevin,EMP6426,Kelly Lucero,Full Time,CC101,Operations,Replacement,2024-11-30,Y,N,Like step mission recognize win walk hundred.,8.0,,,,2026-02
363.0,ThinkPad T14,HP,15 inch,ST3301,4720279072404.0,PO989113,2026-02-01,28.0,CC101,admin3,Delhi,Expired,"Unit 8418 Box 3041, DPO AE 86442",2023-02-02,2026-02-01,Q1-2026,pcortez,EMP5792,Kenneth Morgan,Contract,CC101,HR,New Hire,2024-10-03,N,N,Family bad offer call court wrong manager.,8.0,,,,2026-02
364.0,Latitude 5410,HP,16 inch,ST8118,5180963651268.0,PO670182,2026-02-14,28.0,CC103,admin2,Mumbai,Active,"PSC 4823, Box 0517, APO AP 90330",2023-02-15,2026-02-14,Q1-2026,markthomas,EMP8692,Nicolas Ryan,Full Time,CC103,Finance,New Hire,2025-05-02,N,Y,Region reduce main show product head time indeed.,8.0,,,,2026-02
365.0,Latitude 5410,Apple,17 inch,ST6327,9984402455891.0,PO796900,2025-12-20,30.0,CC101,admin2,Delhi,Expired,"209 Frazier Streets, Sharonchester, FL 53050",2022-12-21,2025-12-20,Q4-2025,charles80,EMP9362,Jennifer Jones,Intern,CC102,HR,New Hire,2025-05-29,N,N,Policy always research owner.,6.0,,,,2025-12
366.0,MacBook Pro,Dell,17 inch,ST5533,9787687494988.0,PO446228,2026-10-17,20.0,CC102,admin1,Delhi,Active,"5175 Heather River, Andreashire, NH 12888",2023-10-18,2026-10-17,Q4-2026,kylerodriguez,EMP1546,Pamela Williams,Contract,CC103,Finance,Loner,2025-04-25,N,N,Personal fish both cell become individual many.,16.0,,,,2026-10
